employee_id,date_of_joining,joining_month,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,burn_rate,risk
EMP016609,30-11-2008,November,Female,Service,Yes,3,6,7.6,0.65,Low Risk
EMP016610,11-08-2008,August,Male,Service,No,1,3,6.7,0.5,Low Risk
EMP016611,15-10-2008,October,Male,Product,No,2,5,6,0.41,Low Risk
EMP016612,07-07-2008,July,Male,Service,Yes,0,1,2.7,0.2,Low Risk
EMP016614,06-12-2008,December,Male,Service,No,2,4,5.7,0.33,Low Risk
EMP016615,08-08-2008,August,Male,Service,Yes,3,5,6.8,0.47,Low Risk
EMP016616,01-11-2008,November,Male,Service,Yes,1,2,5.8,0.34,Low Risk
EMP016617,07-05-2008,May,Female,Service,No,4,7,6.3,0.56,Low Risk
EMP016618,24-05-2008,May,Male,Product,Yes,2,3,6.3,0.39,Low Risk
EMP016620,30-05-2008,May,Female,Service,Yes,3,6,4.2,0.32,Low Risk
EMP016621,03-11-2008,November,Female,Service,Yes,1,2,4.3,0.2,Low Risk
EMP016622,04-03-2008,March,Female,Service,No,3,6,7.3,0.66,Low Risk
EMP016623,05-05-2008,May,Female,Service,Yes,2,5,6.3,0.5,Low Risk
EMP016624,20-11-2008,November,Male,Product,No,3,6,9.7,0.88,High Risk
EMP016625,25-04-2008,April,Male,Product,Yes,1,3,4.4,0.2,Low Risk
EMP016627,07-04-2008,April,Male,Service,Yes,2,2,4,0.28,Low Risk
EMP016628,16-06-2008,June,Male,Service,No,4,8,8.7,0.74,High Risk
EMP016629,14-10-2008,October,Female,Product,No,1,1,2.4,0.17,Low Risk
EMP016630,12-09-2008,September,Male,Service,Yes,2,5,4.7,0.38,Low Risk
EMP016631,18-02-2008,February,Male,Product,No,3,7,7.8,0.59,Low Risk
EMP016632,06-08-2008,August,Male,Service,Yes,1,2,4.2,0.19,Low Risk
EMP016633,18-02-2008,February,Female,Service,No,2,4,4.5,0.29,Low Risk
EMP016634,11-10-2008,October,Female,Product,No,3,7,6.9,0.55,Low Risk
EMP016636,05-08-2008,August,Male,Service,No,2,3,2,0.13,Low Risk
EMP016637,26-08-2008,August,Male,Product,Yes,3,6,4.8,0.34,Low Risk
EMP016638,28-11-2008,November,Male,Service,Yes,3,6,4.9,0.36,Low Risk
EMP016643,14-03-2008,March,Female,Service,Yes,2,4,4.3,0.22,Low Risk
EMP016644,28-09-2008,September,Male,Service,No,1,4,4.2,0.31,Low Risk
EMP016646,13-10-2008,October,Male,Service,No,4,8,7.2,0.65,Low Risk
EMP016647,23-10-2008,October,Male,Service,Yes,3,5,7.3,0.5,Low Risk
EMP016649,09-07-2008,July,Male,Service,No,1,4,6.5,0.44,Low Risk
EMP016650,24-09-2008,September,Female,Service,Yes,2,3,5.4,0.46,Low Risk
EMP016652,18-07-2008,July,Female,Service,Yes,2,5,6.4,0.46,Low Risk
EMP016655,14-06-2008,June,Male,Product,No,2,5,7.3,0.53,Low Risk
EMP016656,28-03-2008,March,Male,Product,Yes,1,3,4.8,0.43,Low Risk
EMP016657,30-11-2008,November,Male,Product,Yes,3,6,6.1,0.53,Low Risk
EMP016658,10-01-2008,January,Male,Service,No,4,7,6.5,0.61,Low Risk
EMP016659,03-12-2008,December,Female,Service,No,3,7,7.6,0.71,High Risk
EMP016660,28-06-2008,June,Female,Service,No,2,5,6,0.52,Low Risk
EMP016661,30-01-2008,January,Male,Product,No,2,4,6.6,0.56,Low Risk
EMP016662,24-12-2008,December,Male,Product,No,2,3,5,0.34,Low Risk
EMP016663,21-10-2008,October,Male,Service,Yes,1,3,6.3,0.4,Low Risk
EMP016666,08-02-2008,February,Male,Service,No,3,7,7.3,0.65,Low Risk
EMP016667,30-09-2008,September,Male,Service,No,2,3,6.7,0.48,Low Risk
EMP016668,20-12-2008,December,Male,Service,No,3,7,6.8,0.62,Low Risk
EMP016669,10-07-2008,July,Female,Service,No,3,5,5.3,0.38,Low Risk
EMP016670,09-07-2008,July,Male,Service,No,1,2,4.4,0.31,Low Risk
EMP016671,03-05-2008,May,Male,Product,No,3,6,7.5,0.56,Low Risk
EMP016672,22-03-2008,March,Male,Service,No,2,5,6.9,0.66,Low Risk
EMP016673,08-05-2008,May,Male,Service,No,3,6,6.4,0.61,Low Risk
EMP016674,22-08-2008,August,Female,Service,No,4,7,6.9,0.57,Low Risk
EMP016677,11-09-2008,September,Male,Service,Yes,1,2,6.9,0.48,Low Risk
EMP016678,25-05-2008,May,Female,Service,No,3,6,8.4,0.69,Low Risk
EMP016679,09-03-2008,March,Male,Service,Yes,2,3,3.9,0.26,Low Risk
EMP016683,20-12-2008,December,Female,Service,No,2,6,7.9,0.59,Low Risk
EMP016684,21-10-2008,October,Male,Product,Yes,2,3,3.2,0.12,Low Risk
EMP016685,21-05-2008,May,Male,Product,No,3,6,8,0.61,Low Risk
EMP016686,16-09-2008,September,Female,Product,No,0,1,0.9,0,Low Risk
EMP016687,29-12-2008,December,Female,Product,Yes,2,4,5.5,0.4,Low Risk
EMP016688,06-01-2008,January,Female,Product,No,3,7,9.2,0.89,High Risk
EMP016689,14-11-2008,November,Male,Product,No,2,5,8,0.59,Low Risk
EMP016690,12-12-2008,December,Female,Service,No,2,4,4.3,0.38,Low Risk
EMP016691,17-12-2008,December,Female,Service,No,2,4,5.6,0.42,Low Risk
EMP016692,19-12-2008,December,Female,Product,No,4,7,7.6,0.68,Low Risk
EMP016693,24-02-2008,February,Female,Service,Yes,2,3,3.1,0.22,Low Risk
EMP016694,10-07-2008,July,Male,Product,Yes,1,2,1.6,0.08,Low Risk
EMP016695,22-01-2008,January,Female,Product,Yes,1,2,3.3,0.12,Low Risk
EMP016696,05-02-2008,February,Male,Service,Yes,1,2,3.4,0.28,Low Risk
EMP016697,16-09-2008,September,Male,Service,Yes,2,5,6.4,0.45,Low Risk
EMP016698,13-10-2008,October,Male,Service,No,1,2,4.7,0.25,Low Risk
EMP016699,05-05-2008,May,Male,Service,No,4,7,8.3,0.64,Low Risk
EMP016700,26-03-2008,March,Female,Service,Yes,2,3,6.2,0.5,Low Risk
EMP016702,05-12-2008,December,Male,Service,Yes,0,1,2.3,0.09,Low Risk
EMP016703,14-09-2008,September,Female,Product,No,1,3,5.3,0.42,Low Risk
EMP016705,11-12-2008,December,Female,Product,Yes,1,3,5.5,0.38,Low Risk
EMP016706,16-11-2008,November,Male,Service,No,3,4,6.9,0.47,Low Risk
EMP016707,06-10-2008,October,Male,Product,No,0,2,4.7,0.33,Low Risk
EMP016708,19-04-2008,April,Female,Service,No,0,1,1.6,0.03,Low Risk
EMP016709,25-01-2008,January,Male,Service,Yes,2,4,4.8,0.43,Low Risk
EMP016710,28-12-2008,December,Female,Service,Yes,3,6,6,0.36,Low Risk
EMP016711,07-08-2008,August,Male,Product,No,2,4,6.4,0.58,Low Risk
EMP016712,27-09-2008,September,Female,Service,Yes,1,4,6.6,0.48,Low Risk
EMP016713,31-05-2008,May,Male,Product,No,3,7,9.1,0.8,High Risk
EMP016714,09-04-2008,April,Male,Service,Yes,4,7,7.6,0.68,Low Risk
EMP016715,22-09-2008,September,Female,Service,Yes,0,1,3.5,0.13,Low Risk
EMP016716,16-10-2008,October,Male,Product,Yes,3,5,6.7,0.61,Low Risk
EMP016718,15-01-2008,January,Male,Service,No,3,6,6.7,0.56,Low Risk
EMP016719,28-05-2008,May,Female,Product,Yes,2,2,3.3,0.24,Low Risk
EMP016720,28-12-2008,December,Female,Service,No,3,6,5.2,0.3,Low Risk
EMP016721,04-07-2008,July,Male,Service,Yes,2,3,5.3,0.43,Low Risk
EMP016722,14-06-2008,June,Female,Service,No,2,5,6.6,0.58,Low Risk
EMP016723,28-09-2008,September,Male,Service,Yes,3,5,4,0.3,Low Risk
EMP016724,29-02-2008,February,Female,Product,Yes,4,8,8.3,0.76,High Risk
EMP016725,10-05-2008,May,Male,Service,No,3,5,7.6,0.59,Low Risk
EMP016727,24-02-2008,February,Female,Service,No,0,1,0.8,0.05,Low Risk
EMP016728,03-03-2008,March,Male,Product,Yes,4,8,7.9,0.7,High Risk
EMP016729,10-08-2008,August,Female,Service,Yes,2,5,8.6,0.66,Low Risk
EMP016730,19-03-2008,March,Male,Service,Yes,1,2,4.9,0.34,Low Risk
EMP016731,19-05-2008,May,Male,Product,Yes,2,2,3.3,0.24,Low Risk
EMP016732,11-09-2008,September,Male,Product,No,3,6,7.2,0.66,Low Risk
EMP016733,27-08-2008,August,Female,Product,Yes,2,2,3.7,0.26,Low Risk
EMP016734,23-09-2008,September,Male,Service,No,4,10,10,1,High Risk
EMP016735,27-11-2008,November,Female,Service,Yes,2,4,7.5,0.58,Low Risk
EMP016737,26-02-2008,February,Male,Product,No,1,3,5.4,0.3,Low Risk
EMP016738,18-09-2008,September,Female,Service,Yes,2,4,4.5,0.32,Low Risk
EMP016739,01-09-2008,September,Male,Service,Yes,1,5,7.1,0.51,Low Risk
EMP016740,06-11-2008,November,Male,Service,Yes,2,4,5.8,0.53,Low Risk
EMP016741,22-04-2008,April,Female,Product,Yes,2,5,6.5,0.58,Low Risk
EMP016742,14-07-2008,July,Male,Product,No,2,4,5.6,0.37,Low Risk
EMP016743,08-04-2008,April,Female,Service,No,4,7,7.2,0.62,Low Risk
EMP016744,09-02-2008,February,Female,Service,Yes,0,1,3.5,0.16,Low Risk
EMP016746,22-10-2008,October,Male,Service,Yes,2,4,6.8,0.63,Low Risk
EMP016747,09-05-2008,May,Female,Service,No,1,3,6.8,0.47,Low Risk
EMP016749,28-05-2008,May,Female,Product,Yes,4,7,7.4,0.58,Low Risk
EMP016750,23-05-2008,May,Male,Service,Yes,3,5,6.4,0.44,Low Risk
EMP016752,02-08-2008,August,Female,Service,Yes,1,3,6.6,0.47,Low Risk
EMP016753,06-10-2008,October,Male,Product,No,3,6,7.7,0.63,Low Risk
EMP016755,20-08-2008,August,Female,Service,Yes,2,4,5.5,0.46,Low Risk
EMP016756,27-02-2008,February,Female,Service,Yes,3,8,8.8,0.72,High Risk
EMP016757,26-01-2008,January,Male,Product,No,4,8,8.8,0.75,High Risk
EMP016758,06-09-2008,September,Female,Service,No,2,5,5.8,0.54,Low Risk
EMP016759,19-01-2008,January,Female,Product,Yes,0,1,4,0.23,Low Risk
EMP016760,26-11-2008,November,Female,Service,No,3,6,7,0.58,Low Risk
EMP016761,07-01-2008,January,Female,Service,No,2,3,4.2,0.35,Low Risk
EMP016762,08-12-2008,December,Female,Service,Yes,1,4,5.6,0.45,Low Risk
EMP016763,19-03-2008,March,Male,Service,Yes,2,4,5,0.27,Low Risk
EMP016764,13-09-2008,September,Female,Service,Yes,2,5,7.7,0.58,Low Risk
EMP016765,27-09-2008,September,Male,Service,No,3,6,8.2,0.69,Low Risk
EMP016766,18-09-2008,September,Female,Service,No,1,2,7.1,0.48,Low Risk
EMP016767,31-12-2008,December,Male,Service,Yes,4,7,7.7,0.75,High Risk
EMP016769,02-05-2008,May,Male,Service,Yes,3,7,6.1,0.6,Low Risk
EMP016770,27-08-2008,August,Female,Service,No,2,4,6.6,0.62,Low Risk
EMP016772,05-02-2008,February,Female,Product,No,3,8,8,0.7,High Risk
EMP016773,11-01-2008,January,Female,Service,Yes,3,6,6.4,0.43,Low Risk
EMP016774,11-02-2008,February,Male,Product,Yes,0,1,0,0,Low Risk
EMP016775,02-11-2008,November,Female,Service,Yes,3,4,5.1,0.44,Low Risk
EMP016776,04-12-2008,December,Male,Service,Yes,0,1,2.6,0.11,Low Risk
EMP016777,24-03-2008,March,Female,Service,Yes,1,3,5.4,0.3,Low Risk
EMP016778,03-06-2008,June,Male,Product,Yes,2,5,6.5,0.55,Low Risk
EMP016779,12-04-2008,April,Female,Product,Yes,2,3,5.3,0.48,Low Risk
EMP016780,18-10-2008,October,Male,Service,Yes,2,5,4.1,0.35,Low Risk
EMP016781,08-03-2008,March,Male,Product,Yes,2,5,5.5,0.47,Low Risk
EMP016782,05-09-2008,September,Female,Product,Yes,2,3,4.9,0.36,Low Risk
EMP016784,04-02-2008,February,Female,Product,No,3,5,6.6,0.49,Low Risk
EMP016785,23-10-2008,October,Male,Product,Yes,1,1,3.2,0.15,Low Risk
EMP016786,29-04-2008,April,Female,Product,No,4,7,7.1,0.67,Low Risk
EMP016787,22-06-2008,June,Male,Service,Yes,3,6,7.4,0.66,Low Risk
EMP016788,12-11-2008,November,Male,Product,No,2,4,8,0.68,Low Risk
EMP016789,01-12-2008,December,Male,Service,No,3,8,9.7,0.82,High Risk
EMP016790,15-03-2008,March,Male,Product,Yes,3,7,7.9,0.75,High Risk
EMP016792,31-01-2008,January,Female,Service,Yes,1,3,4.2,0.33,Low Risk
EMP016793,01-11-2008,November,Female,Product,No,3,6,6.2,0.59,Low Risk
EMP016797,13-12-2008,December,Male,Service,No,2,6,7.3,0.51,Low Risk
EMP016798,16-02-2008,February,Male,Service,No,0,1,2.9,0.19,Low Risk
EMP016799,06-11-2008,November,Male,Service,Yes,1,4,4.8,0.35,Low Risk
EMP016800,07-06-2008,June,Male,Service,Yes,1,4,5.4,0.47,Low Risk
EMP016801,31-03-2008,March,Female,Product,No,1,3,4.8,0.33,Low Risk
EMP016802,19-01-2008,January,Female,Service,No,2,4,6,0.48,Low Risk
EMP016803,01-03-2008,March,Male,Service,No,3,7,8.8,0.81,High Risk
EMP016804,19-11-2008,November,Female,Service,Yes,2,5,4.7,0.38,Low Risk
EMP016805,25-05-2008,May,Female,Service,Yes,2,5,7.7,0.6,Low Risk
EMP016806,26-06-2008,June,Female,Service,Yes,2,5,4.8,0.31,Low Risk
EMP016807,21-07-2008,July,Female,Product,No,4,9,10,0.94,High Risk
EMP016808,12-05-2008,May,Male,Service,Yes,3,7,6.8,0.62,Low Risk
EMP016809,20-07-2008,July,Male,Product,Yes,2,4,6.7,0.47,Low Risk
EMP016810,02-03-2008,March,Male,Product,No,3,7,6.8,0.54,Low Risk
EMP016812,26-04-2008,April,Male,Product,No,3,6,6.9,0.7,High Risk
EMP016814,05-03-2008,March,Female,Product,Yes,3,6,7.3,0.58,Low Risk
EMP016815,17-09-2008,September,Female,Product,No,0,1,3,0.21,Low Risk
EMP016818,23-12-2008,December,Male,Product,Yes,3,5,4.7,0.32,Low Risk
EMP016819,13-06-2008,June,Female,Service,Yes,0,1,1.9,0.13,Low Risk
EMP016820,11-01-2008,January,Female,Service,Yes,1,3,5.3,0.31,Low Risk
EMP016822,20-05-2008,May,Male,Service,No,2,5,5.8,0.54,Low Risk
EMP016823,12-09-2008,September,Female,Service,Yes,2,3,6.9,0.46,Low Risk
EMP016824,17-08-2008,August,Male,Product,No,2,6,6.4,0.57,Low Risk
EMP016825,18-04-2008,April,Male,Product,Yes,1,2,5,0.26,Low Risk
EMP016826,04-10-2008,October,Female,Service,No,1,3,4.2,0.25,Low Risk
EMP016827,06-10-2008,October,Female,Service,Yes,2,5,6,0.49,Low Risk
EMP016828,16-12-2008,December,Male,Service,No,4,8,7.5,0.62,Low Risk
EMP016830,17-06-2008,June,Male,Product,Yes,1,4,5.1,0.41,Low Risk
EMP016831,29-03-2008,March,Male,Service,Yes,3,8,8.2,0.83,High Risk
EMP016832,14-11-2008,November,Female,Service,No,4,8,7.6,0.73,High Risk
EMP016833,18-03-2008,March,Male,Product,Yes,0,1,3.7,0.21,Low Risk
EMP016834,25-11-2008,November,Male,Service,No,1,1,2.4,0.16,Low Risk
EMP016835,30-08-2008,August,Male,Service,Yes,2,3,5.8,0.42,Low Risk
EMP016836,28-05-2008,May,Female,Service,No,1,2,4.7,0.24,Low Risk
EMP016837,26-01-2008,January,Male,Service,Yes,1,3,6.3,0.44,Low Risk
EMP016838,02-03-2008,March,Female,Service,No,2,6,7.4,0.72,High Risk
EMP016840,28-04-2008,April,Male,Service,No,3,5,6.4,0.5,Low Risk
EMP016841,01-01-2008,January,Male,Product,No,4,7,7.7,0.65,Low Risk
EMP016842,18-09-2008,September,Male,Service,No,3,5,6.7,0.53,Low Risk
EMP016843,03-09-2008,September,Male,Service,Yes,2,5,4.6,0.32,Low Risk
EMP016844,11-10-2008,October,Female,Service,Yes,1,2,6.6,0.43,Low Risk
EMP016846,02-10-2008,October,Female,Service,No,3,6,7.1,0.59,Low Risk
EMP016847,19-09-2008,September,Female,Service,No,1,3,2.9,0.12,Low Risk
EMP016850,05-11-2008,November,Male,Product,No,1,1,1.5,0.05,Low Risk
EMP016851,29-11-2008,November,Male,Product,Yes,0,1,1.3,0.02,Low Risk
EMP016852,19-12-2008,December,Male,Service,Yes,3,7,7,0.63,Low Risk
EMP016853,07-09-2008,September,Female,Service,Yes,2,2,4.3,0.28,Low Risk
EMP016854,13-10-2008,October,Male,Service,No,3,6,7.1,0.58,Low Risk
EMP016855,10-03-2008,March,Female,Service,Yes,0,1,2.3,0.12,Low Risk
EMP016856,07-11-2008,November,Male,Product,No,2,5,7.7,0.55,Low Risk
EMP016857,06-10-2008,October,Male,Service,Yes,3,6,4.4,0.39,Low Risk
EMP016858,26-05-2008,May,Female,Service,No,2,4,5.2,0.32,Low Risk
EMP016859,21-05-2008,May,Female,Product,Yes,1,2,6.2,0.4,Low Risk
EMP016860,07-08-2008,August,Male,Service,No,3,5,6.1,0.59,Low Risk
EMP016861,30-07-2008,July,Male,Service,No,4,9,8,0.75,High Risk
EMP016862,29-07-2008,July,Male,Product,No,2,6,6.8,0.66,Low Risk
EMP016863,27-02-2008,February,Male,Service,Yes,1,5,7.1,0.52,Low Risk
EMP016864,25-10-2008,October,Female,Product,No,3,5,4.5,0.36,Low Risk
EMP016865,26-08-2008,August,Female,Service,Yes,1,3,4.2,0.36,Low Risk
EMP016866,29-08-2008,August,Female,Service,No,2,4,6.1,0.37,Low Risk
EMP016867,15-04-2008,April,Male,Service,Yes,0,1,0.5,0,Low Risk
EMP016868,10-06-2008,June,Male,Service,No,2,5,6,0.49,Low Risk
EMP016869,21-10-2008,October,Female,Service,No,2,5,6.9,0.51,Low Risk
EMP016870,06-06-2008,June,Male,Product,No,2,4,6.4,0.47,Low Risk
EMP016871,10-12-2008,December,Male,Service,No,2,4,5.8,0.38,Low Risk
EMP016872,03-06-2008,June,Female,Service,Yes,2,3,4.7,0.34,Low Risk
EMP016873,20-10-2008,October,Male,Product,No,2,5,6.1,0.45,Low Risk
EMP016875,06-06-2008,June,Male,Service,No,2,5,5.8,0.53,Low Risk
EMP016876,03-04-2008,April,Male,Service,Yes,1,2,5.5,0.4,Low Risk
EMP016878,02-07-2008,July,Male,Service,Yes,2,2,4.7,0.29,Low Risk
EMP016879,04-07-2008,July,Male,Service,Yes,2,3,3.4,0.26,Low Risk
EMP016880,08-03-2008,March,Female,Service,Yes,1,3,5.5,0.43,Low Risk
EMP016881,24-12-2008,December,Female,Product,No,2,2,1.6,0.09,Low Risk
EMP016882,18-02-2008,February,Male,Service,No,3,6,7.1,0.52,Low Risk
EMP016883,17-01-2008,January,Male,Product,No,4,6,8.3,0.67,Low Risk
EMP016884,06-04-2008,April,Female,Service,No,0,1,4.7,0.24,Low Risk
EMP016885,16-11-2008,November,Female,Product,No,3,6,5.5,0.43,Low Risk
EMP016886,11-03-2008,March,Female,Service,Yes,5,10,7.5,0.76,High Risk
EMP016887,02-12-2008,December,Female,Service,No,5,10,8.8,0.96,High Risk
EMP016888,06-11-2008,November,Female,Service,No,3,4,5.1,0.36,Low Risk
EMP016889,11-03-2008,March,Female,Service,No,2,4,6.4,0.6,Low Risk
EMP016890,10-01-2008,January,Male,Service,No,3,7,6.6,0.51,Low Risk
EMP016891,15-12-2008,December,Male,Product,No,5,10,9.7,0.88,High Risk
EMP016892,05-05-2008,May,Male,Product,No,0,2,4,0.26,Low Risk
EMP016893,01-07-2008,July,Male,Product,No,3,7,7.6,0.71,High Risk
EMP016895,27-10-2008,October,Male,Service,No,3,8,8.7,0.82,High Risk
EMP016896,13-11-2008,November,Female,Service,Yes,3,5,5,0.32,Low Risk
EMP016897,18-02-2008,February,Male,Service,No,4,9,8.1,0.8,High Risk
EMP016899,26-11-2008,November,Female,Service,No,3,5,5.9,0.38,Low Risk
EMP016900,11-10-2008,October,Female,Service,No,3,5,4.2,0.35,Low Risk
EMP016901,02-05-2008,May,Female,Service,Yes,1,4,5.2,0.34,Low Risk
EMP016902,19-04-2008,April,Male,Service,No,2,4,6.4,0.59,Low Risk
EMP016903,31-03-2008,March,Male,Product,Yes,2,3,3.9,0.17,Low Risk
EMP016904,16-03-2008,March,Female,Service,Yes,3,4,6.8,0.45,Low Risk
EMP016905,21-11-2008,November,Female,Service,Yes,2,4,6.4,0.47,Low Risk
EMP016906,22-03-2008,March,Female,Service,Yes,3,6,6,0.48,Low Risk
EMP016907,22-10-2008,October,Male,Service,No,2,4,7,0.52,Low Risk
EMP016908,29-02-2008,February,Female,Product,Yes,0,1,1.7,0.09,Low Risk
EMP016910,09-03-2008,March,Male,Service,No,3,7,7.3,0.72,High Risk
EMP016911,24-05-2008,May,Male,Product,Yes,2,4,5.6,0.52,Low Risk
EMP016914,26-12-2008,December,Female,Service,Yes,2,7,8.7,0.71,High Risk
EMP016915,18-12-2008,December,Male,Product,No,3,5,6.5,0.43,Low Risk
EMP016916,01-01-2008,January,Female,Service,Yes,2,4,5,0.37,Low Risk
EMP016918,25-09-2008,September,Female,Service,No,5,8,9.2,0.89,High Risk
EMP016920,25-11-2008,November,Male,Service,Yes,2,4,7.7,0.59,Low Risk
EMP016921,17-12-2008,December,Female,Product,Yes,2,5,6.3,0.5,Low Risk
EMP016922,13-07-2008,July,Female,Product,Yes,1,2,4.7,0.35,Low Risk
EMP016923,04-03-2008,March,Male,Service,Yes,3,6,7.5,0.56,Low Risk
EMP016924,13-11-2008,November,Male,Product,Yes,2,4,5.5,0.44,Low Risk
EMP016925,25-08-2008,August,Female,Service,Yes,1,3,4.3,0.34,Low Risk
EMP016926,24-11-2008,November,Male,Service,No,2,5,6.2,0.55,Low Risk
EMP016927,13-08-2008,August,Female,Service,Yes,3,5,5.1,0.45,Low Risk
EMP016928,25-04-2008,April,Male,Service,No,0,1,1.8,0.11,Low Risk
EMP016929,26-12-2008,December,Female,Service,Yes,0,1,2.3,0.18,Low Risk
EMP016930,06-05-2008,May,Male,Product,No,3,6,6.1,0.55,Low Risk
EMP016931,18-03-2008,March,Male,Product,Yes,2,4,6.5,0.51,Low Risk
EMP016932,21-06-2008,June,Female,Service,Yes,1,1,3.5,0.22,Low Risk
EMP016933,16-10-2008,October,Male,Product,Yes,3,6,8.3,0.7,High Risk
EMP016934,17-06-2008,June,Male,Product,No,2,4,6,0.57,Low Risk
EMP016935,22-02-2008,February,Male,Product,No,2,5,5.7,0.42,Low Risk
EMP016936,30-04-2008,April,Male,Service,No,4,7,8.4,0.72,High Risk
EMP016937,03-06-2008,June,Female,Service,No,2,6,7.4,0.53,Low Risk
EMP016938,06-03-2008,March,Male,Product,No,1,3,5.5,0.51,Low Risk
EMP016939,28-07-2008,July,Male,Service,No,3,5,5.5,0.44,Low Risk
EMP016941,05-11-2008,November,Female,Product,Yes,2,4,5.1,0.48,Low Risk
EMP016942,19-08-2008,August,Female,Service,No,3,6,7.7,0.7,High Risk
EMP016944,29-10-2008,October,Male,Service,No,3,5,7.6,0.69,Low Risk
EMP016945,06-02-2008,February,Male,Service,Yes,3,7,7.9,0.62,Low Risk
EMP016946,17-11-2008,November,Male,Service,Yes,2,5,4.6,0.39,Low Risk
EMP016947,16-11-2008,November,Female,Product,Yes,3,6,6.9,0.62,Low Risk
EMP016948,05-06-2008,June,Female,Product,Yes,3,5,8,0.61,Low Risk
EMP016949,10-02-2008,February,Male,Product,Yes,2,4,4.5,0.29,Low Risk
EMP016950,09-04-2008,April,Male,Product,No,5,10,7.6,0.77,High Risk
EMP016951,25-10-2008,October,Male,Product,Yes,4,7,8,0.7,High Risk
EMP016953,17-04-2008,April,Female,Service,Yes,1,2,4.3,0.2,Low Risk
EMP016954,03-06-2008,June,Female,Service,Yes,3,5,5.9,0.44,Low Risk
EMP016955,14-01-2008,January,Female,Service,No,0,1,4.6,0.3,Low Risk
EMP016956,13-11-2008,November,Male,Service,No,4,8,8.9,0.85,High Risk
EMP016958,02-07-2008,July,Male,Service,Yes,3,5,5.5,0.5,Low Risk
EMP016959,06-09-2008,September,Male,Product,No,3,7,7.5,0.52,Low Risk
EMP016960,24-01-2008,January,Female,Product,No,4,8,8,0.84,High Risk
EMP016961,26-12-2008,December,Female,Service,No,0,1,0.7,0.06,Low Risk
EMP016962,11-12-2008,December,Male,Service,Yes,3,5,8.1,0.67,Low Risk
EMP016963,12-05-2008,May,Female,Product,No,2,4,6.4,0.57,Low Risk
EMP016964,29-03-2008,March,Female,Service,Yes,0,1,2.8,0.22,Low Risk
EMP016966,06-05-2008,May,Male,Product,Yes,2,3,5.5,0.46,Low Risk
EMP016967,04-05-2008,May,Female,Service,Yes,2,2,4.1,0.23,Low Risk
EMP016968,19-05-2008,May,Male,Product,No,0,3,5.3,0.31,Low Risk
EMP016969,22-12-2008,December,Female,Product,Yes,3,7,8.8,0.8,High Risk
EMP016970,01-05-2008,May,Female,Service,Yes,1,2,4.6,0.4,Low Risk
EMP016971,13-04-2008,April,Female,Service,No,2,4,7.6,0.62,Low Risk
EMP016973,05-03-2008,March,Male,Product,Yes,2,4,6.8,0.65,Low Risk
EMP016974,17-01-2008,January,Male,Product,Yes,2,6,8.1,0.61,Low Risk
EMP016975,06-11-2008,November,Female,Service,Yes,1,1,2.1,0.09,Low Risk
EMP016976,10-01-2008,January,Male,Service,Yes,4,8,8.2,0.73,High Risk
EMP016977,03-10-2008,October,Female,Service,Yes,0,1,4.2,0.22,Low Risk
EMP016978,22-07-2008,July,Female,Service,Yes,1,4,5.7,0.35,Low Risk
EMP016979,06-08-2008,August,Male,Product,Yes,1,2,5.2,0.34,Low Risk
EMP016980,23-04-2008,April,Female,Product,No,3,5,6.5,0.45,Low Risk
EMP016981,13-07-2008,July,Female,Product,No,1,5,5.6,0.53,Low Risk
EMP016982,19-01-2008,January,Female,Service,Yes,2,3,4.5,0.29,Low Risk
EMP016983,17-11-2008,November,Female,Service,No,3,5,8,0.64,Low Risk
EMP016985,26-08-2008,August,Male,Service,No,3,5,6.4,0.61,Low Risk
EMP016986,15-07-2008,July,Male,Service,No,2,5,5.7,0.52,Low Risk
EMP016987,26-04-2008,April,Female,Service,No,2,6,6.8,0.56,Low Risk
EMP016988,13-09-2008,September,Female,Service,No,4,8,7.4,0.76,High Risk
EMP016989,22-09-2008,September,Female,Service,Yes,2,4,4.2,0.23,Low Risk
EMP016990,05-10-2008,October,Female,Service,No,3,6,5.4,0.34,Low Risk
EMP016993,04-11-2008,November,Male,Service,Yes,1,2,4.4,0.28,Low Risk
EMP016994,12-10-2008,October,Female,Service,Yes,2,4,5.1,0.41,Low Risk
EMP016995,27-09-2008,September,Male,Service,Yes,4,7,7.1,0.54,Low Risk
EMP016996,31-10-2008,October,Male,Product,No,4,7,6,0.57,Low Risk
EMP016998,22-08-2008,August,Male,Service,No,2,4,4.9,0.42,Low Risk
EMP016999,01-12-2008,December,Female,Service,No,3,6,9.1,0.82,High Risk
EMP017000,17-03-2008,March,Female,Service,Yes,3,4,5.1,0.29,Low Risk
EMP017001,05-11-2008,November,Male,Service,Yes,2,6,7.8,0.61,Low Risk
EMP017002,22-04-2008,April,Male,Service,No,3,6,5.5,0.37,Low Risk
EMP017003,04-09-2008,September,Female,Product,No,1,2,5.1,0.29,Low Risk
EMP017004,10-02-2008,February,Male,Service,Yes,1,4,4.1,0.3,Low Risk
EMP017006,27-08-2008,August,Male,Service,No,2,5,5.3,0.44,Low Risk
EMP017008,09-06-2008,June,Male,Service,No,4,6,7.4,0.59,Low Risk
EMP017009,17-04-2008,April,Female,Product,Yes,2,5,7.2,0.49,Low Risk
